doc_id,film,text,response_llama3.1
164,Don't Look Up,Listen to the mf scientists,"{
  ""categories"": [""dominant-hegemonic""]
}"
165,Don't Look Up,u got very GOOD ACTOR AND ACTRESS but the story still messed up,"{
  ""categories"": [""unclear/irrelevant""]
}"
166,Don't Look Up,"“We really did have everything, didn’t we?”","{
  ""categories"": [""dominant-hegemonic""]
}"
167,Don't Look Up,"There's some poignancy to this but it's undercut by a detached capitalist-realism/nihilism that serves an argument of 'there wasn't a point in the first place', it lacks a fire in its heart. It's good for all of one scene with DiCaprio where you start to think the fire is there before it fizzles right back out. The make or break for this movie was whether it had the balls to put a bullet in the President and say 'SCREW THAT.'…","{
  ""categories"": [""oppositional""]
}"
168,Don't Look Up,Only at the end of the movie did I realise that this was not a documentary… This is exactly how we would wipe ourselves out.. and let the cockroaches dominate the third rock from the sun…,"{
  ""categories"": [""dominant-hegemonic""]
}"
169,Don't Look Up,"it wasn't bad nor good, it was tolerable to say the least, it could've been better ngl. im biased bc ariana grande made a cameo in it.","{
  ""categories"": [""unclear/irrelevant""]
}"
170,Don't Look Up,Honestly a great movie from start to finish not really sure what else to say besides that. A lot of this can definitely happen in real life which is the funny part lmao,"{
  ""categories"": [""unclear/irrelevant""]
}"
171,Don't Look Up,truth hurts and humans do it best: denial. also why does everyone in this film just absolutely piss me off? i’m so overstimulated,"{
  ""categories"": [""oppositional""]
}"
172,Don't Look Up,the trump admin reacting to the end of the world:,"{
  ""categories"": [""oppositional""]
}"
173,Don't Look Up,Nice Film with a Great meaning . Really liked the Critic to Politic and shit. But I thought they stretched the Plot a bit too Long,"{
  ""categories"": [""dominant-hegemonic""]
}"
174,Don't Look Up,"Man oh man! This movie can be watched anytime and you would still relate to how stupid and rich people are running the world and you aren’t (*cough* Trump *cough*). There is almost a zero chance of a comet hitting the earth in my lifetime and yet, I still know that in case it does, we WILL die. From the people shrugging it off like it’s nothing to Ariana Grande making a whole song about it to the News anchors…","{
  ""categories"": [""dominant-hegemonic""]
}"
175,Don't Look Up,"This satire had too long a welcome and was drawn out specially for an expected ending. It's hard to give this a good score as a movie because there is nothing to rate. some parts are funny, some parts boring.","{
  ""categories"": [""unclear/irrelevant""]
}"
176,Don't Look Up,A decent one time watch!,"{
  ""categories"": [""unclear/irrelevant""]
}"
177,Don't Look Up,Perfect watch for when I want to reignite an absolutely horrifying feeling of impending doom.,"{
  ""categories"": [""dominant-hegemonic""]
}"
178,Don't Look Up,"One of the worst films I have ever had to sit through. Genuinely should absolutely NOT be a 2.5 hour movie. Drags on and on, and the satire that’s supposed to mean something just trashes on itself almost every second of the whole film. I genuinely have nothing good to say","{
  ""categories"": [""oppositional""]
}"
179,Don't Look Up,"If you think that this movie is ""too political"", it's because it's making fun of you and you can't understand it.","{
  ""categories"": [""dominant-hegemonic""]
}"
180,Don't Look Up,"Ok so, I rewatched this after 3 years. Alot has changed in my life since I first watched this and I was able to view it with a different perspective on almost every standpoint. This is truly terrifying. Nobody cares until its too late. ""We really did have everything. Didnt we?"" In all actuality. This is really what tf would happen. However for it trying to be a comedy it flopped. Love jonah. Weird cast that didnt really compliment each other's abilities at all.","{
  ""categories"": [""dominant-hegemonic""]
}"
181,Don't Look Up,"My favorite part of this film was the general charging them for free snacks, and Kate never letting that shit go. Also, Timmy (Yule) is so hot.","{
  ""categories"": [""unclear/irrelevant""]
}"
182,Don't Look Up,rewatching since it came out but as a space nerd this movie really hits different and i feel like it really shows the genuine reaction the general public would have to this scenario. and i thought the ending was wonderful that’s exactly how i’d want to go out with friends and family,"{
  ""categories"": [""dominant-hegemonic""]
}"
183,Don't Look Up,jennifer lawrence in an apocalypse movie sign me uppp,"{
  ""categories"": [""unclear/irrelevant""]
}"
184,Don't Look Up,everything happened in this film definitely a cautionary tale...,"{
  ""categories"": [""dominant-hegemonic""]
}"
185,Don't Look Up,the plot of this movie is actually my worst nightmare,"{
  ""categories"": [""dominant-hegemonic""]
}"
186,Don't Look Up,"Really sad knowing what was coming and nobody believing, it I almost felt like I was there. It was a good movie but nothing prepared me for the end😭","{
  ""categories"": [""dominant-hegemonic""]
}"
187,Don't Look Up,"this movie was not only incredibly funny, but completely terrifying. can’t imagine eating the last dinner as the entire world literally comes to an end","{
  ""categories"": [""dominant-hegemonic""]
}"
188,Don't Look Up,This is highkey what I think would happen in our future,"{
  ""categories"": [""oppositional""]
}"
189,Don't Look Up,Absolutely what would happen if this happened in real life…people pmo,"{
  ""categories"": [""dominant-hegemonic""]
}"
190,Don't Look Up,It had to be the fucking yankees of course...there is an Elon Musk in every universe I see,"{
  ""categories"": [""oppositional""]
}"
191,Don't Look Up,"Imagine getting some of the best actors working today together and putting them in this forgettable mess. The best thing I can say about it is that at least it was on Netflix, cause it would've been rated even lower if I'd gone to a theater to watch it.","{
  ""categories"": [""oppositional""]
}"
192,Don't Look Up,Yes I get it but on the nose is an understatement. Yes I get satires can be on the nose but I just hate this movie. Also something I hate is movies doing those montage segments where they have random human footage or nature footage or vertical iPhone footage to cheaply shortcut “the vastness of our earth humanity shit or whatever” lazy ugly and bleh Lazy ugly and bleh sounds like this trash movie binge I’m on right now Ok Google send a comet to my house right now please I’m ready I’m ready I’m ready,"{
  ""categories"": [""oppositional""]
}"
193,Don't Look Up,I think it sounded like it should’ve been more exciting than it was,"{
  ""categories"": [""unclear/irrelevant""]
}"
194,Don't Look Up,Scary resemblance to the world today,"{
  ""categories"": [""dominant-hegemonic""]
}"
195,Don't Look Up,Reminded me of idiocracy and that’s not a compliment Had good characters and some decent jokes i am just not vibing here,"{
  ""categories"": [""oppositional""]
}"
196,Don't Look Up,Jennifer Lawrence shouting and yelling at everyone? now I'm seated.,"{
  ""categories"": [""oppositional""]
}"
197,Don't Look Up,honestly fuck subtlety this is just pretty entertaining lol,"{
  ""categories"": [""oppositional""]
}"
198,Don't Look Up,Why have I seen this film like 5 times I must like it or smth,"{
  ""categories"": [""unclear/irrelevant""]
}"
199,Don't Look Up,"The purpose of the satirical film Don’t Look Up is primarily to make a commentary on the American response to the issue of climate change. The comet is portrayed as a big event that is going to inevitably hit the Earth and extinct humanity. Climate change is a large issue that was discovered many years ago and threatens to largely hurt humanity, and already is killing many species and damaging ecosystems. The film parodies scientists, deniers, profiteers, and celebrities on…","{
  ""categories"": [""dominant-hegemonic""]
}"
200,Don't Look Up,"Don’t Look Up is a really entertaining watch mostly because of how well it uses satire to reflect real world reactions to crisis and media obsession. The cast is huge and it works surprisingly well, with Jennifer Lawrence delivering another strong performance, while Meryl Streep and Jonah Hill lean fully into their absurd, exaggerated roles in a way that fits the tone. Leonardo DiCaprio also stands out in a role that feels a bit different from what he usually does,…","{
  ""categories"": [""dominant-hegemonic""]
}"
201,Don't Look Up,"As a Netflix original, I went into this with the mindset of it being quite mediocre, but this movie is anything but that. It shows how even in disasters, the government will put themselves first, as lining their pockets with money and making the lower classes is the first priority. It shows how the world as a whole truly works, and that some feel they are truly immortal and how many are ignorant to facts and the reality of the…","{
  ""categories"": [""dominant-hegemonic""]
}"
